id,campaign_type,channel,topic,started_at,finished_at,total_count,ab_test,warmup_mode,hour_limit,subject_length,subject_with_personalization,subject_with_deadline,subject_with_emoji,subject_with_bonuses,subject_with_discount,subject_with_saleout,is_test,position
2956,bulk,mobile_push,event,2022-02-11 10:45:08.200072,2022-02-11 10:45:16,2011,,False,,128.0,False,False,True,False,False,False,,
2980,bulk,mobile_push,offer after purchase,2022-02-11 08:15:08.055212,2022-02-11 08:15:22,535,,False,,92.0,False,False,True,False,False,False,,
2981,bulk,mobile_push,happy birthday,2022-02-11 08:15:08.065612,2022-02-11 08:15:25,1307,,False,,96.0,False,False,True,True,False,False,,
2982,bulk,mobile_push,sale out,2022-02-12 13:30:08.430452,2022-02-12 13:46:25,1657188,,False,,98.0,False,False,True,False,True,False,,
2989,bulk,mobile_push,sale out,2022-02-13 15:00:11.374209,2022-02-13 15:13:27,1402845,,False,,102.0,False,False,True,False,True,False,,
3001,bulk,email,sale out,2022-02-16 06:30:09.143511,2022-02-16 09:08:30,2950695,,False,,94.0,False,False,True,False,False,False,,
3006,bulk,mobile_push,happy birthday,2022-02-14 08:15:08.750400,2022-02-14 08:15:17,2700,,False,,96.0,False,False,True,True,False,False,,
3036,bulk,email,sale out,2022-02-18 07:00:13.654927,2022-02-18 07:09:54,172591,,False,,130.0,False,False,True,False,False,False,,
3037,bulk,mobile_push,offer after purchase,2022-02-15 08:00:13.432352,2022-02-15 08:00:21,605,,False,,92.0,False,False,True,False,False,False,,
3038,bulk,mobile_push,happy birthday,2022-02-15 08:15:08.801619,2022-02-15 08:15:16,1303,,False,,96.0,False,False,True,True,False,False,,
3043,bulk,email,sale out,2022-02-19 08:00:12.408156,2022-02-19 09:13:05,1322571,,False,,103.0,False,False,True,False,False,False,,
3052,bulk,mobile_push,offer after purchase,2022-02-16 08:15:08.650235,2022-02-16 08:15:20,594,,False,,92.0,False,False,True,False,False,False,,
3053,bulk,mobile_push,happy birthday,2022-02-16 08:30:09.036239,2022-02-16 08:30:22,1155,,False,,96.0,False,False,True,True,False,False,,
3054,bulk,mobile_push,sale out,2022-02-16 13:00:11.126617,2022-02-16 13:14:20,1498996,,False,,94.0,False,True,True,False,False,False,,
3058,bulk,email,sale out,2022-02-22 07:00:13.978241,2022-02-22 09:41:45,2982874,,False,,120.0,False,False,True,False,False,False,,
3060,bulk,mobile_push,sale out,2022-02-17 13:45:08.397770,2022-02-17 13:57:25,1295767,,False,,116.0,False,False,True,False,False,False,,
3065,bulk,mobile_push,sale out,2022-02-18 14:00:11.572119,2022-02-18 14:00:19,4,,False,,104.0,False,False,True,False,False,False,,
3077,bulk,mobile_push,offer after purchase,2022-02-17 11:45:08.687398,2022-02-17 11:45:16,614,,False,,92.0,False,False,True,False,False,False,,
3078,bulk,mobile_push,happy birthday,2022-02-17 12:00:11.891339,2022-02-17 12:00:19,1187,,False,,96.0,False,False,True,True,False,False,,
3086,bulk,mobile_push,offer after purchase,2022-02-18 08:45:08.633831,2022-02-18 08:45:16,657,,False,,92.0,False,False,True,False,False,False,,
3087,bulk,mobile_push,happy birthday,2022-02-18 08:45:08.644278,2022-02-18 08:45:16,657,,False,,96.0,False,False,True,True,False,False,,
3089,bulk,email,,2022-02-22 09:45:08.806068,2022-02-22 09:45:18,361,,False,,142.0,False,False,True,False,False,False,,
3106,bulk,mobile_push,offer after purchase,2022-02-21 09:03:52.190830,2022-02-21 09:04:00,731,,False,,92.0,False,False,True,False,False,False,,
3107,bulk,mobile_push,happy birthday,2022-02-21 09:06:16.917995,2022-02-21 09:06:24,1189,,False,,96.0,False,False,True,True,False,False,,
3125,bulk,email,sale out,2022-02-24 08:00:12.090527,2022-02-24 08:23:12,496149,,False,,108.0,False,False,True,False,False,False,,
3126,bulk,mobile_push,offer after purchase,2022-02-22 08:00:12.696519,2022-02-22 08:00:23,628,,False,,92.0,False,False,True,False,False,False,,
3127,bulk,mobile_push,happy birthday,2022-02-22 07:45:08.872824,2022-02-22 07:45:21,1177,,False,,96.0,False,False,True,True,False,False,,
3131,bulk,email,sale out,2022-02-25 07:17:33.427619,2022-02-25 10:16:29,3338650,,False,,122.0,False,False,True,False,False,False,,
3132,bulk,mobile_push,sale out,2022-02-22 14:00:12.358850,2022-02-22 14:10:30,1152658,,False,,120.0,False,False,True,False,False,False,,
3133,bulk,email,sale out,2022-02-22 10:31:00.058383,2022-02-22 10:31:08,4,,False,,122.0,False,False,True,False,False,False,,
3156,bulk,email,sale out,2022-02-28 07:00:13.712447,2022-02-28 07:21:08,423993,,False,,126.0,False,False,True,False,False,False,,
3158,bulk,mobile_push,offer after purchase,2022-02-24 08:30:08.649348,2022-02-24 08:30:16,1439,,False,,92.0,False,False,True,False,False,False,,
3161,bulk,mobile_push,happy birthday,2022-02-24 08:30:08.666638,2022-02-24 08:30:17,2376,,False,,96.0,False,False,True,True,False,False,,
3165,bulk,mobile_push,sale out,2022-02-24 13:45:09.026756,2022-02-24 13:45:17,5,,False,,25.0,False,False,True,False,False,False,,
3169,bulk,email,sale out,2022-03-02 07:00:12.903700,2022-03-02 09:09:33,2660922,,False,,110.0,False,False,True,False,False,False,,
3177,bulk,email,sale out,2022-03-04 08:45:08.225155,2022-03-04 09:36:47,776939,,False,,106.0,False,False,True,False,False,False,,
3179,bulk,mobile_push,offer after purchase,2022-02-25 08:15:08.016586,2022-02-25 08:15:18,728,,False,,92.0,False,False,True,False,False,False,,
3180,bulk,mobile_push,happy birthday,2022-02-25 08:30:08.849870,2022-02-25 08:30:20,1181,,False,,96.0,False,False,True,True,False,False,,
3184,bulk,mobile_push,sale out,2022-02-25 12:46:12.185793,2022-02-25 12:59:25,1237859,,False,,122.0,False,False,True,False,False,False,,
3199,bulk,email,sale out,2022-03-03 08:00:13.497782,2022-03-03 08:24:28,500738,,False,,109.0,False,False,True,False,False,False,,
3210,bulk,mobile_push,happy birthday,2022-02-28 09:45:08.661612,2022-02-28 09:45:17,3941,,False,,96.0,False,False,True,True,False,False,,
3214,bulk,mobile_push,sale out,2022-02-28 13:00:11.384674,2022-02-28 13:14:23,1333778,,False,,126.0,False,False,True,False,False,False,,
3218,bulk,mobile_push,happy birthday,2022-03-01 08:55:39.738875,2022-03-01 08:55:46,831,,False,,96.0,False,False,True,True,False,False,,
3219,bulk,mobile_push,event,2022-03-02 10:45:08.343764,2022-03-02 10:45:17,2031,,False,,128.0,False,False,True,False,False,False,,
3227,bulk,mobile_push,happy birthday,2022-03-02 08:15:08.312641,2022-03-02 08:15:19,1226,,False,,96.0,False,False,True,True,False,False,,
3228,bulk,mobile_push,sale out,2022-03-05 12:00:09.856296,,1317087,,False,,107.0,False,False,True,False,False,False,,
3231,bulk,mobile_push,offer after purchase,2022-03-02 09:45:08.740437,2022-03-02 09:45:16,746,,False,,92.0,False,False,True,False,False,False,,
3249,bulk,email,sale out,2022-03-09 09:22:14.631174,2022-03-09 10:08:21,934893,,False,,95.0,False,False,True,False,False,False,,
3259,bulk,mobile_push,offer after purchase,2022-03-03 08:00:13.512521,2022-03-03 08:00:20,800,,False,,92.0,False,False,True,False,False,False,,
3260,bulk,mobile_push,happy birthday,2022-03-03 08:30:08.649986,2022-03-03 08:30:14,1223,,False,,96.0,False,False,True,True,False,False,,
3267,bulk,mobile_push,offer after purchase,2022-03-04 09:00:11.940935,2022-03-04 09:00:26,809,,False,,92.0,False,False,True,False,False,False,,
3268,bulk,mobile_push,happy birthday,2022-03-04 09:00:11.954347,2022-03-04 09:00:29,1216,,False,,96.0,False,False,True,True,False,False,,
3269,bulk,mobile_push,sale out,2022-03-04 14:00:11.964554,2022-03-04 14:00:32,28921,,False,,88.0,False,False,True,False,False,False,,
3280,bulk,mobile_push,offer after purchase,2022-03-05 07:45:08.192816,2022-03-05 07:45:18,921,,False,,92.0,False,False,True,False,False,False,,
3281,bulk,mobile_push,happy birthday,2022-03-05 08:45:08.683496,2022-03-05 08:45:34,1169,,False,,96.0,False,False,True,True,False,False,,
3298,bulk,mobile_push,sale out,2022-03-05 14:21:35.771036,2022-03-05 15:02:43,1316977,,False,,108.0,False,False,True,False,False,False,,
3319,bulk,mobile_push,offer after purchase,2022-03-09 07:30:09.013769,2022-03-09 07:30:18,3811,,False,,92.0,False,False,True,False,False,False,,
3321,bulk,mobile_push,happy birthday,2022-03-09 08:45:08.833102,2022-03-09 08:45:18,5775,,False,,96.0,False,False,True,True,False,False,,
3325,bulk,mobile_push,sale out,2022-03-09 13:15:08.822774,2022-03-09 13:15:41,51916,,False,,94.0,False,False,True,False,False,False,,
3331,bulk,email,sale out,2022-03-11 07:15:09.210963,2022-03-11 08:02:40,891024,,False,,102.0,False,False,True,False,False,False,,
3336,bulk,mobile_push,offer after purchase,2022-03-10 06:45:09.149833,2022-03-10 06:45:17,908,,False,,92.0,False,False,True,False,False,False,,
3337,bulk,mobile_push,happy birthday,2022-03-10 07:00:11.679731,2022-03-10 07:00:19,1430,,False,,96.0,False,False,True,True,False,False,,
3341,bulk,email,sale out,2022-03-12 08:00:11.285172,2022-03-12 08:26:52,489984,,False,,122.0,False,False,True,False,False,False,,
3354,bulk,mobile_push,offer after purchase,2022-03-11 07:15:09.230012,2022-03-11 07:15:17,995,,False,,92.0,False,False,True,False,False,False,,
3355,bulk,mobile_push,happy birthday,2022-03-11 07:30:08.915533,2022-03-11 07:30:21,1372,,False,,96.0,False,False,True,True,False,False,,
3357,bulk,mobile_push,sale out,2022-03-11 14:00:10.991003,2022-03-11 14:11:39,995513,,False,,98.0,False,False,True,False,False,False,,
3367,bulk,mobile_push,sale out,2022-03-12 12:00:12.650715,2022-03-12 12:02:15,95220,,False,,32.0,False,False,True,False,False,False,,
3389,bulk,mobile_push,happy birthday,2022-03-14 08:35:42.486202,2022-03-14 08:35:51,4245,,False,,96.0,False,False,True,True,False,False,,
3401,bulk,email,sale out,2022-03-15 07:45:08.566224,2022-03-15 08:36:14,1067595,,False,,90.0,False,False,True,False,False,False,,
3412,bulk,mobile_push,offer after purchase,2022-03-15 08:45:08.886866,2022-03-15 08:45:16,958,,False,,92.0,False,False,True,False,False,False,,
3413,bulk,mobile_push,happy birthday,2022-03-15 09:00:12.160321,2022-03-15 09:00:19,1569,,False,,96.0,False,False,True,True,False,False,,
3414,bulk,mobile_push,sale out,2022-03-15 13:15:08.177906,2022-03-15 13:21:07,828909,,False,,106.0,False,False,True,False,False,False,,
3417,bulk,mobile_push,event,2022-03-16 10:45:08.660240,2022-03-16 10:45:17,2028,,False,,128.0,False,False,True,False,False,False,,
3429,bulk,mobile_push,offer after purchase,2022-03-16 07:30:08.518608,2022-03-16 07:30:15,966,,False,,92.0,False,False,True,False,False,False,,
3430,bulk,mobile_push,happy birthday,2022-03-16 07:45:09.037768,2022-03-16 07:45:15,1533,,False,,96.0,False,False,True,True,False,False,,
3433,bulk,email,sale out,2022-03-17 06:30:08.583748,2022-03-17 06:58:20,484549,,False,,106.0,False,True,True,False,False,False,,
3450,bulk,mobile_push,offer after purchase,2022-03-17 08:00:13.810539,2022-03-17 08:00:22,895,,False,,92.0,False,False,True,False,False,False,,
3451,bulk,mobile_push,happy birthday,2022-03-17 08:15:08.830188,2022-03-17 08:15:16,1543,,False,,96.0,False,False,True,True,False,False,,
3455,bulk,email,sale out,2022-03-17 09:37:57.128744,2022-03-17 09:38:11,2,,False,,106.0,False,True,True,False,False,False,,
3458,bulk,mobile_push,sale out,2022-03-17 13:30:08.684165,2022-03-17 13:31:05,97120,,False,,20.0,False,False,True,False,False,False,,
3463,bulk,email,sale out,2022-03-18 07:30:09.056441,2022-03-18 08:55:37,1586901,,False,,82.0,False,False,True,False,False,False,,
3464,bulk,email,sale out,2022-03-17 13:09:36.035802,2022-03-17 13:09:47,2,,False,,82.0,False,False,True,False,False,False,,
3470,bulk,mobile_push,offer after purchase,2022-03-18 07:15:08.913154,2022-03-18 07:15:16,823,,False,,92.0,False,False,True,False,False,False,,
3471,bulk,mobile_push,happy birthday,2022-03-18 07:30:09.040686,2022-03-18 07:30:16,1590,,False,,96.0,False,False,True,True,False,False,,
3481,bulk,mobile_push,sale out,2022-03-18 13:45:08.571146,2022-03-18 13:50:11,589082,,False,,106.0,False,False,True,False,True,False,,
3500,bulk,mobile_push,offer after purchase,2022-03-21 07:30:08.808565,2022-03-21 07:30:18,1990,,False,,92.0,False,False,True,False,False,False,,
3501,bulk,mobile_push,happy birthday,2022-03-21 08:00:12.886795,2022-03-21 08:00:38,4907,,False,,96.0,False,False,True,True,False,False,,
3508,bulk,mobile_push,sale out,2022-03-21 13:30:08.547413,2022-03-21 13:38:37,507574,,False,,94.0,False,False,True,False,False,False,,
3523,bulk,mobile_push,offer after purchase,2022-03-22 07:30:09.251214,2022-03-22 07:30:17,992,,False,,92.0,False,False,True,False,False,False,,
3524,bulk,mobile_push,happy birthday,2022-03-22 08:15:08.309932,2022-03-22 08:15:18,4968,,False,,96.0,False,False,True,True,False,False,,
3529,bulk,email,sale out,2022-03-24 06:15:08.743651,2022-03-24 06:40:48,502473,,False,,96.0,False,False,True,False,False,False,,
3533,bulk,mobile_push,sale out,2022-03-22 13:00:11.607423,2022-03-22 13:03:29,435769,,False,,104.0,False,True,True,False,False,False,,
3537,bulk,email,sale out,2022-03-22 13:22:55.718049,2022-03-22 14:12:05,993688,,False,,106.0,False,False,True,False,False,False,,
3539,bulk,mobile_push,offer after purchase,2022-03-23 08:00:14.117414,2022-03-23 08:00:28,1168,,False,,92.0,False,False,True,False,False,False,,
3540,bulk,mobile_push,happy birthday,2022-03-23 08:30:08.884599,2022-03-23 08:30:17,1668,,False,,96.0,False,False,True,True,False,False,,
3553,bulk,mobile_push,offer after purchase,2022-03-24 07:00:13.051681,2022-03-24 07:00:24,1154,,False,,92.0,False,False,True,False,False,False,,
3554,bulk,mobile_push,happy birthday,2022-03-24 07:15:09.310383,2022-03-24 07:15:17,1615,,False,,96.0,False,False,True,True,False,False,,
3557,bulk,email,sale out,2022-03-25 07:00:12.583479,2022-03-25 08:10:16,1344680,,False,,122.0,False,False,True,False,False,False,,
3558,bulk,mobile_push,sale out,2022-03-24 13:00:13.450860,2022-03-24 13:01:23,108153,,False,,19.0,False,False,True,False,False,False,,
3570,bulk,mobile_push,happy birthday,2022-03-25 07:30:09.168240,2022-03-25 07:30:24,1574,,False,,96.0,False,False,True,True,False,False,,
3578,bulk,email,sale out,2022-03-28 08:48:44.467229,2022-03-28 09:29:04,653224,,False,,100.0,False,False,True,False,True,False,,
3583,bulk,mobile_push,sale out,2022-03-25 13:15:08.212821,2022-03-25 13:20:07,596898,,False,,96.0,False,False,True,False,False,False,,
3618,bulk,mobile_push,happy birthday,2022-03-28 09:45:08.647347,2022-03-28 09:45:19,4955,,False,,96.0,False,False,True,True,False,False,,
3619,bulk,mobile_push,sale out,2022-03-28 13:45:09.577144,2022-03-28 13:50:19,526134,,False,,94.0,False,False,True,False,False,False,,
3627,bulk,mobile_push,offer after purchase,2022-03-28 11:30:08.941956,2022-03-28 11:30:18,3450,,False,,92.0,False,False,True,False,False,False,,
3645,bulk,mobile_push,happy birthday,2022-03-29 06:45:10.358360,2022-03-29 06:45:18,837,,False,,96.0,False,False,True,True,False,False,,
3646,bulk,mobile_push,offer after purchase,2022-03-29 07:00:14.085507,2022-03-29 07:00:22,1447,,False,,92.0,False,False,True,False,False,False,,
3647,bulk,email,sale out,2022-03-31 06:15:08.820039,2022-03-31 06:42:23,507775,,False,,96.0,False,False,True,False,False,False,,
3654,bulk,mobile_push,sale out,2022-03-29 09:45:09.007709,2022-03-29 09:49:42,448121,,False,,92.0,False,False,True,False,False,False,,
3659,bulk,email,sale out,2022-04-01 08:15:19.057128,2022-04-01 10:26:28,2624812,,False,,124.0,False,False,True,False,False,False,,
3671,bulk,mobile_push,happy birthday,2022-03-30 07:45:08.595247,2022-03-30 07:45:17,974,,False,,96.0,False,False,True,True,False,False,,
3672,bulk,mobile_push,offer after purchase,2022-03-30 08:00:14.251710,2022-03-30 08:00:28,1666,,False,,92.0,False,False,True,False,False,False,,
3690,bulk,mobile_push,happy birthday,2022-03-31 06:45:08.869205,2022-03-31 06:45:17,1675,,False,,96.0,False,False,True,True,False,False,,
3691,bulk,mobile_push,offer after purchase,2022-03-31 07:15:08.990603,2022-03-31 07:15:16,952,,False,,92.0,False,False,True,False,False,False,,
3694,bulk,mobile_push,sale out,2022-03-31 13:30:08.353541,2022-03-31 13:31:21,114766,,False,,21.0,False,False,True,False,False,False,,
3701,bulk,mobile_push,event,2022-04-01 10:45:09.039388,2022-04-01 10:45:19,2066,,False,,128.0,False,False,True,False,False,False,,
3711,bulk,mobile_push,happy birthday,2022-04-01 08:30:08.480205,2022-04-01 08:30:22,1532,,False,,96.0,False,False,True,True,False,False,,
3712,bulk,mobile_push,offer after purchase,2022-04-01 08:03:46.076308,2022-04-01 08:03:54,9,,False,,92.0,False,False,True,False,False,False,,
3719,bulk,mobile_push,sale out,2022-04-01 11:15:51.581206,2022-04-01 11:49:14,1652480,,False,,118.0,False,False,True,False,False,False,,
3726,bulk,mobile_push,sale out,2022-04-01 14:45:08.651577,2022-04-01 14:46:54,200456,,False,,22.0,False,False,True,False,False,False,,
3746,bulk,mobile_push,happy birthday,2022-04-04 10:45:08.067746,2022-04-04 10:45:16,4807,,False,,96.0,False,False,True,True,False,False,,
3749,bulk,email,sale out,2022-04-05 06:00:13.731629,2022-04-05 06:40:44,785658,,False,,112.0,False,False,True,False,False,False,,
3760,bulk,mobile_push,happy birthday,2022-04-05 08:30:08.978202,2022-04-05 08:30:18,1558,,False,,96.0,False,False,True,True,False,False,,
3761,bulk,mobile_push,offer after purchase,2022-04-05 08:45:08.706578,2022-04-05 08:45:16,894,,False,,92.0,False,False,True,False,False,False,,
3762,bulk,mobile_push,sale out,2022-04-05 13:15:08.744671,2022-04-05 13:27:08,1495814,,False,,112.0,False,False,True,False,False,False,,
3774,bulk,email,sale out,2022-04-06 08:15:08.960848,2022-04-06 08:17:51,45363,,False,,116.0,False,False,True,False,False,False,,
3776,bulk,mobile_push,happy birthday,2022-04-06 07:45:08.301389,2022-04-06 07:45:17,1627,,False,,96.0,False,False,True,True,False,False,,
3777,bulk,mobile_push,offer after purchase,2022-04-06 08:00:11.518458,2022-04-06 08:00:21,730,,False,,92.0,False,False,True,False,False,False,,
3786,bulk,email,sale out,2022-04-07 07:15:08.406634,2022-04-07 07:43:42,515585,,False,,110.0,False,False,True,False,False,False,,
3793,bulk,mobile_push,offer after purchase,2022-04-07 07:45:08.486620,2022-04-07 07:45:16,798,,False,,92.0,False,False,True,False,False,False,,
3795,bulk,mobile_push,happy birthday,2022-04-07 07:30:08.745993,2022-04-07 07:30:21,1576,,False,,96.0,False,False,True,True,False,False,,
3799,bulk,mobile_push,sale out,2022-04-07 13:15:08.441928,2022-04-07 13:16:46,203401,,False,,26.0,False,False,True,False,False,False,,
3802,bulk,email,sale out,2022-04-08 08:39:49.863339,2022-04-08 09:52:39,1137232,,False,,114.0,False,False,True,False,False,False,,
3811,bulk,mobile_push,happy birthday,2022-04-08 08:30:08.642057,2022-04-08 08:30:17,1672,,False,,96.0,False,False,True,True,False,False,,
3813,bulk,mobile_push,offer after purchase,2022-04-08 09:15:08.510508,2022-04-08 09:15:18,850,,False,,92.0,False,False,True,False,False,False,,
3829,bulk,mobile_push,sale out,2022-04-08 15:30:09.777330,2022-04-08 15:44:11,1487785,,False,,114.0,False,False,True,False,False,False,,
3830,bulk,mobile_push,sale out,2022-04-09 12:00:11.577540,2022-04-09 12:15:42,1464904,,False,,92.0,False,False,True,False,False,False,,
3874,bulk,mobile_push,offer after purchase,2022-04-11 09:30:07.216078,2022-04-11 09:30:16,957,,False,,92.0,False,False,True,False,False,False,,
3875,bulk,mobile_push,happy birthday,2022-04-11 09:45:07.617910,2022-04-11 09:45:16,1146,,False,,96.0,False,False,True,True,False,False,,
3883,bulk,email,sale out,2022-04-12 06:45:06.625791,2022-04-12 07:13:52,889384,,False,,112.0,False,False,True,False,False,False,,
3891,bulk,mobile_push,happy birthday,2022-04-12 07:00:09.652642,2022-04-12 07:00:27,1715,,False,,96.0,False,False,True,True,False,False,,
3892,bulk,mobile_push,offer after purchase,2022-04-12 07:00:09.657122,2022-04-12 07:00:24,950,,False,,92.0,False,False,True,False,False,False,,
3893,bulk,mobile_push,sale out,2022-04-12 13:15:06.669304,2022-04-12 13:22:51,957992,,False,,90.0,False,False,True,False,False,False,,
3907,bulk,email,sale out,2022-04-13 07:00:08.949261,2022-04-13 07:47:13,1209466,,False,,90.0,False,False,True,False,False,False,,
3917,bulk,mobile_push,happy birthday,2022-04-13 07:15:07.577686,2022-04-13 07:15:21,1563,,False,,96.0,False,False,True,True,False,False,,
3918,bulk,mobile_push,offer after purchase,2022-04-13 07:30:07.326304,2022-04-13 07:30:16,794,,False,,92.0,False,False,True,False,False,False,,
3919,bulk,mobile_push,event,2022-04-13 10:45:07.195636,2022-04-13 10:45:17,2076,,False,,128.0,False,False,True,False,False,False,,
3927,bulk,mobile_push,sale out,2022-04-13 13:15:07.528436,2022-04-13 13:21:42,606598,,False,,91.0,False,False,True,False,False,False,,
3933,bulk,email,sale out,2022-04-14 10:00:08.187571,2022-04-14 10:22:07,546079,,False,,102.0,False,False,True,False,False,False,,
3940,bulk,mobile_push,happy birthday,2022-04-14 07:30:06.922362,2022-04-14 07:30:16,1526,,False,,96.0,False,False,True,True,False,False,,
3941,bulk,mobile_push,offer after purchase,2022-04-14 07:45:07.403403,2022-04-14 07:45:14,852,,False,,92.0,False,False,True,False,False,False,,
3946,bulk,email,sale out,2022-04-14 12:00:08.356595,2022-04-14 12:04:07,120615,,False,,98.0,False,False,True,True,False,False,,
3947,bulk,mobile_push,sale out,2022-04-14 14:30:07.140628,2022-04-14 14:47:31,1519435,,False,,96.0,True,False,True,False,True,False,,
3948,bulk,email,sale out,2022-04-15 08:00:08.121319,2022-04-15 09:05:22,1926933,,False,,96.0,False,False,True,False,False,False,,
3949,bulk,mobile_push,sale out,2022-04-15 13:00:08.365367,2022-04-15 13:20:43,212706,,False,,18.0,False,False,True,False,False,False,,
3956,bulk,mobile_push,happy birthday,2022-04-15 07:45:07.576913,2022-04-15 07:45:21,1626,,False,,96.0,False,False,True,True,False,False,,
3957,bulk,mobile_push,offer after purchase,2022-04-15 08:00:08.117171,2022-04-15 08:00:16,899,,False,,92.0,False,False,True,False,False,False,,
3987,bulk,email,sale out,2022-04-19 06:00:08.830544,2022-04-19 06:25:35,750272,,False,,96.0,False,False,True,False,False,False,,
3989,bulk,mobile_push,happy birthday,2022-04-18 10:00:07.939496,2022-04-18 10:00:55,5026,,False,,96.0,False,False,True,True,False,False,,
4001,bulk,mobile_push,happy birthday,2022-04-19 07:30:06.742719,2022-04-19 07:30:25,1576,,False,,96.0,False,False,True,True,False,False,,
4002,bulk,mobile_push,offer after purchase,2022-04-19 07:30:06.759705,2022-04-19 07:30:24,1572,,False,,92.0,False,False,True,False,False,False,,
4011,bulk,mobile_push,sale out,2022-04-19 13:30:07.041527,2022-04-19 14:02:40,630648,,False,,96.0,False,False,True,False,False,False,,
4019,bulk,email,sale out,2022-04-20 11:07:27.353273,2022-04-20 12:39:22,2595004,,False,,110.0,False,False,True,False,False,False,,
4033,bulk,mobile_push,happy birthday,2022-04-20 10:46:29.516252,2022-04-20 10:46:41,1648,,False,,96.0,False,False,True,True,False,False,,
4034,bulk,mobile_push,offer after purchase,2022-04-20 10:46:56.962463,2022-04-20 10:47:06,1143,,False,,92.0,False,False,True,False,False,False,,
4035,bulk,mobile_push,sale out,2022-04-20 14:00:07.591454,2022-04-20 14:25:33,774707,,False,,102.0,False,False,True,False,False,False,,
4038,bulk,email,sale out,2022-04-21 07:30:06.928807,2022-04-21 07:49:01,547496,,False,,94.0,False,True,True,False,False,False,,
4040,bulk,mobile_push,sale out,2022-04-21 14:30:07.124888,2022-04-21 14:37:23,163130,,False,,15.0,False,False,True,False,False,False,,
4052,bulk,email,sale out,2022-04-22 07:30:06.979930,2022-04-22 08:09:53,1122054,,False,,84.0,False,False,True,False,True,False,,
4062,bulk,mobile_push,happy birthday,2022-04-22 07:45:06.652586,2022-04-22 07:45:25,3360,,False,,96.0,False,False,True,True,False,False,,
4063,bulk,mobile_push,offer after purchase,2022-04-22 08:00:09.374848,2022-04-22 08:00:26,2102,,False,,92.0,False,False,True,False,False,False,,
4064,bulk,mobile_push,sale out,2022-04-22 13:45:07.596650,2022-04-22 14:33:14,1345795,,False,,106.0,False,False,True,False,True,False,,
4087,bulk,email,sale out,2022-04-26 06:45:06.685655,2022-04-26 07:18:24,1027766,,False,,116.0,False,False,True,False,False,False,,
4089,bulk,mobile_push,happy birthday,2022-04-25 07:45:07.497017,2022-04-25 07:45:28,5194,,False,,96.0,False,False,True,True,False,False,,
4091,bulk,mobile_push,offer after purchase,2022-04-25 08:15:06.789457,2022-04-25 08:15:15,1048,,False,,92.0,False,False,True,False,False,False,,
4108,bulk,mobile_push,happy birthday,2022-04-26 06:15:07.017270,2022-04-26 06:15:18,1846,,False,,96.0,False,False,True,True,False,False,,
4109,bulk,mobile_push,offer after purchase,2022-04-26 07:15:07.714082,2022-04-26 07:15:17,838,,False,,92.0,False,False,True,False,False,False,,
4116,bulk,email,sale out,2022-04-27 07:15:07.833297,2022-04-27 07:57:08,1268871,,False,,104.0,False,False,True,False,False,False,,
4124,bulk,mobile_push,sale out,2022-04-26 14:00:07.576946,2022-04-26 14:22:53,541227,,False,,106.0,False,False,True,False,False,False,,
4125,bulk,mobile_push,event,2022-04-27 10:45:07.097111,2022-04-27 10:45:19,2109,,False,,128.0,False,False,True,False,False,False,,
4133,bulk,mobile_push,happy birthday,2022-04-27 09:30:07.589544,2022-04-27 09:30:21,1581,,False,,96.0,False,False,True,True,False,False,,
4134,bulk,mobile_push,offer after purchase,2022-04-27 09:30:07.597081,2022-04-27 09:30:18,823,,False,,92.0,False,False,True,False,False,False,,
4137,bulk,email,sale out,2022-04-28 06:15:07.678973,2022-04-28 06:32:46,547960,,False,,106.0,False,False,True,False,False,False,,
4157,bulk,mobile_push,happy birthday,2022-04-28 07:45:07.091259,2022-04-28 07:45:17,1600,,False,,96.0,False,False,True,True,False,False,,
4158,bulk,mobile_push,offer after purchase,2022-04-28 08:15:07.346832,2022-04-28 08:15:14,838,,False,,92.0,False,False,True,False,False,False,,
4172,bulk,email,sale out,2022-04-29 07:30:07.698893,2022-04-29 08:08:35,1055245,,False,,104.0,False,False,True,False,True,False,,
4181,bulk,mobile_push,sale out,2022-04-28 15:00:08.380379,2022-04-28 15:10:33,222156,,False,,24.0,False,False,True,False,False,False,,
4194,bulk,mobile_push,offer after purchase,2022-04-29 08:30:07.196949,2022-04-29 08:30:14,833,,False,,92.0,False,False,True,False,False,False,,
4195,bulk,mobile_push,happy birthday,2022-04-29 07:45:07.172653,2022-04-29 07:45:19,1601,,False,,96.0,False,False,True,True,False,False,,
4197,bulk,mobile_push,sale out,2022-04-29 13:00:07.917863,2022-04-29 13:50:28,1364375,,False,,106.0,False,False,True,False,True,False,,
4240,bulk,email,sale out,2022-05-05 07:15:07.212965,2022-05-05 07:28:54,235378,,False,,112.0,False,True,True,False,False,False,,
4254,bulk,mobile_push,happy birthday,2022-05-04 08:37:53.100599,2022-05-04 08:38:07,2006,,False,,96.0,False,False,True,True,False,False,,
4255,bulk,mobile_push,offer after purchase,2022-05-04 09:09:32.397056,2022-05-04 09:09:48,2903,,False,,92.0,False,False,True,False,False,False,,
4273,bulk,email,sale out,2022-05-06 07:30:07.167252,2022-05-06 08:41:02,1075247,,False,,94.0,False,False,True,False,True,False,,
4274,bulk,mobile_push,happy birthday,2022-05-05 07:45:07.656787,2022-05-05 07:45:25,1678,,False,,96.0,False,False,True,True,False,False,,
